,gender,age,emotion,base,rewriting,semantic,empathy
1971,女性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,既然您已经做出选择，请遵循协议，我希望您会喜欢它。完成后，您将需要按“继续”按钮。,17,2
1972,女性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,我知道了。所以您感觉 {}，对吗？,13,0
1973,男性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,极好的！ Dio 你认为你今天可能想尝试一个协议？,12,1
1974,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦，对不起。能否请您告诉我您的感受：,14,1
1975,男性,40-69,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,感谢您与我分享您的想法。我有一种感觉，你是 {}，是这样吗？,13,2
1976,女性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,谢谢你。如果您能指出这项活动是否让您感觉比开始前更好或更糟，那将非常有帮助。,18,2
1977,男性,18-39,所有情绪,感谢您的参与。再见,感谢您的参与。我们下次见面。,15,1
1978,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,请立即尝试该协议。如果您愿意继续我们的谈话，请按“继续”。,17,1
1979,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起，我一定是看错了情况。请告诉我，你感觉如何？,14,1
1980,男性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我肯定会推荐各种协议。请选择您认为最适合您的那一项。,16,1
1981,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,根据你告诉我的，我选择了一些可能对你有帮助的协议。您现在想尝试一个协议吗？如果是，请选择它。,16,2
1982,女性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,这是我推荐的。请随意选择您想尝试的协议。,16,1
1983,男性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,很高兴你很好。我可以给你一个协议，你可以尝试让这种良好的感觉产生更持久的影响吗？,12,2
1984,男性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,既然您已经选择了您想尝试的方法，请彻底检查一遍。准备好后选择“继续”。,17,1
1985,男性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,对不起，有时很难知道某人在键盘后面的感受。相反，您介意从这个列表中选择一种更适合您当前状态的情绪吗？,14,2
1986,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢，如果我错了，请纠正我。我说您现在感觉 {} 是否正确？,13,1
1987,女性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,该协议是否帮助您感觉更好，或者您感觉更糟？,18,0
1988,女性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,既然协议已经完成，你的感觉和之前的感觉有什么不同吗？,18,1
1989,男性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,这是我想推荐的一些协议。随意选择您想尝试的协议。,16,1
1990,女性,40-69,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我真的很抱歉我做错了。也许以下情绪之一会更准确地描述它？,14,2
1991,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉。您想通过自己选择来帮助我了解您的感受吗？,14,2
1992,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,如果你愿意，我有一些我认为可以帮助你的建议。在以下协议中，您现在想尝试其中一种吗？如果是，请选择它。,16,2
1993,女性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,您可以选择多种选择，因此我有不止一个建议。也许您可以选择一种您现在喜欢使用的协议。,16,1
1994,女性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,做完这些后你感觉如何，你感觉好些了还是更糟了？,18,1
1995,女性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,以下是您今天可以尝试的一些协议建议。我希望您选择您想尝试的协议。,16,1
1996,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,当您选择了要尝试的协议后，请开始该协议。完成后，您可以按“继续”继续。,17,2
1997,男性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,这真是太棒了。你想尝试一个协议吗？,12,1
1998,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,谢谢你。如果我理解正确，您的感觉是 {}，对吗？,13,1
1999,男性,40-69,所有情绪,请现在尝试通过此协议。完成后，按“继续”,我希望你现在开始协议。然后当你完成时，只需按“继续”。,17,1
2000,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,我相信从您所说的一切中您感受到{}，这是否准确？,13,1
2001,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,花点时间通读一遍以理解，如果可以，请尝试通读整件事。完成后只需点击“继续”按钮。,17,2
2002,男性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,所以这就是我的建议，我很想知道您想选择哪种协议。,16,1
2003,女性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,好的！如果您愿意，让我们通过协议来探索更多关于这些感受的信息。,12,1
2004,女性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我有一些我认为可能在这里工作的建议。请继续看一看，您可以选择您觉得最舒服的协议。,16,2
2005,女性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,根据您与我分享的内容，我认为这些建议适合您。请您告诉我您想尝试哪些协议？,16,1
2006,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,太棒了，我很高兴听到它。我可以推荐一种治疗方案来增强您的积极情绪吗？,12,2
2007,女性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,真是太棒了！我可以建议一个非常适合保持积极情绪的协议。,12,1
2008,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,哦，真的很抱歉，我当时一定是误会了。您能否通过从以下列表中选择来告诉我您的感受：,14,2
2009,男性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,哦，我很高兴听到这个消息！感觉快乐/满足是我们都想保持的东西，所以我可以推荐一个治疗方案，你可以用来增强和保持这种积极的感觉吗？,12,2
2010,女性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,你说你服用后感觉好些了还是更糟了？我真的希望我希望协议对您有所帮助，但如果情况并非如此，请随时告诉我。,18,2
2011,男性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,没关系。既然你已经完成了协议，你能说你比开始之前感觉好还是坏？,18,1
2012,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,太好了，现在我希望您尝试完成此协议。慢慢来，当你走到最后只需按“继续”。,17,2
2013,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,从您的回复看来，您今天感觉{}，我说的对吗？,13,1
2014,女性,18-39,快乐,那很好！让我推荐一个您可以尝试的协议。,很高兴听到！我可以给你看一个可能会增强你现在感觉的协议吗？,12,1
2015,女性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,所以我有一些协议建议我认为对你很有效；这里有一些建议，所以看看吧。您认为哪种协议适合您？,16,1
2016,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,太好了，那我们继续吧。尽最大努力完成后，请返回并按“继续”。,17,2
2017,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,明白了，谢谢分享。我认为您有 {} 的感觉，我这样说是否正确？,13,2
2018,女性,18-39,所有情绪,我很抱歉。请从下面的情绪中选择最能反映您感受的情绪：,我很抱歉。你实际感觉如何？你能从下面的列表中选择它吗？,14,2
2019,女性,18-39,所有情绪,感谢您的参与。再见,非常感谢您今天的诚实和努力，非常感谢。很快再见！,15,2
2020,女性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,很高兴听到这个。我正在考虑一项可能会让您感觉更好的协议，您想听更多吗？,12,2
2021,女性,40-69,所有情绪,这是我的建议，请选择您想尝试的协议,我相信这些协议可能对您有益。看一看它们，然后告诉我您想尝试哪一个。,16,1
2022,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,我觉得你今天感觉很{}，是吗？,13,0
2023,男性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我有一些您可以尝试的协议的建议。请选择一项立即查看：,16,1
2024,女性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,明白了，谢谢从你告诉我的情况来看，我会说你现在感觉{}，这听起来对吗？,13,2
2025,男性,40-69,所有情绪,感谢您的参与。再见,谢谢，非常感谢您参加本次活动。我期待着在不久的将来见到你。,15,2
2026,女性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,该协议是否让您感觉更好或更糟？,18,0
2027,男性,18-39,所有情绪,感谢您的参与。再见,谢谢你，你很棒，很高兴能一起解决这个问题。我希望你能很快回来。,15,2
2028,男性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,现在你已经尝试了这个协议并走到了尽头，你对你的情况感觉更好还是更糟？,18,1
2029,男性,18-39,所有情绪,根据您所说的，我相信您正在感受{}。这个对吗？,根据您告诉我的情况，您感觉 {} 是这样吗？,13,1
2030,女性,18-39,所有情绪,采取此协议后，您感觉更好还是更糟？,谢谢你，欢迎回来。现在你已经完成了，你感觉如何？,18,2
2031,女性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,在您完成此协议时，请尝试将注意力集中在您自己和任务上。最后，按“继续”按钮。,17,2
