,gender,age,emotion,base,rewriting,transformation
5564,女性,18-39,所有情绪,如果你愿意，我有一些我认为可以帮助你的建议。在以下协议中，您现在想尝试其中一种吗？如果是，请选择它。,这是我的建议，请选择您想尝试的协议,LOW
5565,女性,18-39,所有情绪,我有一些我认为可能在这里工作的建议。请继续看一看，您可以选择您觉得最舒服的协议。,这是我的建议，请选择您想尝试的协议,LOW
5566,男性,40-69,所有情绪,这是我的建议。你想尝试其中任何一个吗？,这是我的建议，请选择您想尝试的协议,LOW
5567,女性,18-39,所有情绪,我们可以尝试多种协议，我想找到最适合您的协议。让我知道您更愿意尝试哪种协议。,这是我的建议，请选择您想尝试的协议,LOW
5568,男性,18-39,所有情绪,根据您与我分享的内容，我想推荐这些协议。请花一些时间考虑它们并选择一个。,这是我的建议，请选择您想尝试的协议,LOW
5569,女性,18-39,所有情绪,请在下面找到我的建议。您可以选择您喜欢的协议，它将显示给您，以便您可以尝试。,这是我的建议，请选择您想尝试的协议,LOW
5570,男性,18-39,所有情绪,考虑到您的情况，我想为您推荐这些协议。请让我知道您希望从哪个协议开始。,这是我的建议，请选择您想尝试的协议,LOW
5571,男性,40-69,所有情绪,我有一些想法可能会有所帮助。您可以选择要跟随哪个。,这是我的建议，请选择您想尝试的协议,LOW
5572,男性,18-39,所有情绪,如果您觉得合适，我想推荐以下协议。您可以选择您喜欢的一种来查看其内容。,这是我的建议，请选择您想尝试的协议,LOW
5573,男性,40-69,所有情绪,我认为这些协议之一可能会对您有所帮助。您想尝试哪种协议？,这是我的建议，请选择您想尝试的协议,LOW
5574,女性,18-39,所有情绪,花点时间通读一遍以理解，如果可以，请尝试通读整件事。完成后只需点击“继续”按钮。,请现在尝试通过此协议。完成后，按“继续”,LOW
5575,男性,18-39,所有情绪,我建议你现在就尝试这个协议，这可能很困难，但只要尽力而为，就会好的。完成协议后，按“继续”按钮，然后我们可以讨论一下，如果您愿意的话。,请现在尝试通过此协议。完成后，按“继续”,LOW
5576,女性,40-69,所有情绪,感谢您的选择，您现在应该可以看到协议了；请看看你是如何处理它的。完成后，您可以按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5577,女性,18-39,所有情绪,谢谢你。现在我希望您通读并遵循协议，完成后按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5578,男性,40-69,所有情绪,感谢您选择此协议。您现在愿意尝试此协议吗？完成后，请您按“继续”按钮。,请现在尝试通过此协议。完成后，按“继续”,LOW
5579,男性,18-39,所有情绪,谢谢，现在您可以尝试通过您选择的协议。当您完成后，如果您能回到我身边并按“继续”，我将不胜感激。,请现在尝试通过此协议。完成后，按“继续”,LOW
5580,女性,18-39,所有情绪,我认为这对你有好处，我是来帮忙的。请尝试现在完成此操作，完成后，按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5581,女性,40-69,所有情绪,当您准备好时，我希望您阅读并尝试该协议。一旦您对此感到满意，请随时选择“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5582,男性,40-69,所有情绪,现在尝试通过此协议可能对您有所帮助，如果可以请尝试一下。完成后，您只需按“继续”即可。,请现在尝试通过此协议。完成后，按“继续”,LOW
5583,女性,40-69,所有情绪,太好了，你为什么不现在就来看看这个协议。完成后，请按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5584,男性,18-39,所有情绪,我了解此协议可能具有挑战性，但请您尝试完成它。如果您设法完成它，请按“继续”，然后我会问您几个后续问题。,请现在尝试通过此协议。完成后，按“继续”,LOW
5585,男性,18-39,所有情绪,太好了，现在我希望您尝试完成此协议。慢慢来，当你走到最后只需按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5586,女性,40-69,所有情绪,太好了，你现在可以试一试吗？您只需要记住在完成后按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5587,女性,18-39,所有情绪,当你准备好时，请开始这个协议。完成后，按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5588,女性,40-69,所有情绪,既然您已经做出选择，请遵循协议，我希望您会喜欢它。完成后，您将需要按“继续”按钮。,请现在尝试通过此协议。完成后，按“继续”,LOW
5589,男性,18-39,所有情绪,那太棒了。你能不能现在就遵循这个协议，完成后点击“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5590,女性,40-69,所有情绪,谢谢你。现在就开始研究这个协议，我们会看看它是否有帮助。完成后按“继续”，我们将再谈一些。,请现在尝试通过此协议。完成后，按“继续”,LOW
5591,女性,18-39,所有情绪,请立即尝试该协议。如果您愿意继续我们的谈话，请按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5592,男性,18-39,所有情绪,好的，让我们试试这个。完成后，请按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5593,女性,40-69,所有情绪,请仔细阅读协议，慢慢来。完成后，按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5594,女性,18-39,所有情绪,好的，您现在可以继续尝试。完成后，您可以按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5595,男性,18-39,所有情绪,尽最大努力执行此协议，慢慢来。完成后，按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5596,女性,18-39,所有情绪,真棒！现在请您尝试完成此协议并在完成后按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5597,男性,40-69,所有情绪,请现在就试一试。完成后，只需点击“继续”即可。,请现在尝试通过此协议。完成后，按“继续”,LOW
5598,女性,40-69,所有情绪,您现在可以试试这个协议，当您准备好继续时，您可以选择“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5599,男性,18-39,所有情绪,我认为你选择了一个很好的，请尽力而为。完成后只需点击“继续”，我们就可以从上次停下的地方继续。,请现在尝试通过此协议。完成后，按“继续”,LOW
5600,男性,18-39,所有情绪,请尝试在您自己的时间完成协议。完成后，请返回并点击“继续”，以便我们评估进展情况。,请现在尝试通过此协议。完成后，按“继续”,LOW
5601,女性,40-69,所有情绪,太好了，我很高兴您愿意尝试一下，希望您会发现它很有帮助。请在准备好后仔细阅读协议，如果完成后可以按“继续”，那就太好了。,请现在尝试通过此协议。完成后，按“继续”,LOW
5602,男性,18-39,所有情绪,在你自己的时间，看看这个协议并尝试完成它。完成后，您可以按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5603,女性,40-69,所有情绪,仔细阅读协议，请慢慢来，按照自己的节奏进行，不要着急。完成后，按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5604,女性,18-39,所有情绪,太好了，那我们继续吧。尽最大努力完成后，请返回并按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5605,男性,40-69,所有情绪,我希望你现在开始协议。然后当你完成时，只需按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5606,男性,40-69,所有情绪,既然您已经选择了您想尝试的方法，请彻底检查一遍。准备好后选择“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5607,男性,40-69,所有情绪,请通读协议信息，当您觉得自己理解并准备开始时，请尝试通过它。完成后，请按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5608,女性,18-39,所有情绪,现在请花一些时间来完成协议。准备好后，请回来，以便我们继续。,请现在尝试通过此协议。完成后，按“继续”,LOW
5609,男性,40-69,所有情绪,我很欣赏这可能是新的，但现在尝试通过这个协议。完成后，按“继续”按钮。,请现在尝试通过此协议。完成后，按“继续”,LOW
5610,女性,40-69,所有情绪,请在准备好后尽快尝试通过协议。完成后，只需按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5611,男性,40-69,所有情绪,试试这个协议，当你完成它时，按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5612,女性,40-69,所有情绪,您可以在准备好后启动协议。完成后，您可以按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5613,女性,18-39,所有情绪,请试试这个。让我知道它是否适合你，完成后，点击继续。,请现在尝试通过此协议。完成后，按“继续”,LOW
5614,女性,18-39,所有情绪,在您自己的时间继续执行协议。完成后，请记住单击“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5615,男性,40-69,所有情绪,请试试这个协议。完成后，按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5616,女性,18-39,所有情绪,在您完成此协议时，请尝试将注意力集中在您自己和任务上。最后，按“继续”按钮。,请现在尝试通过此协议。完成后，按“继续”,LOW
5617,男性,18-39,所有情绪,当您选择了要尝试的协议后，请开始该协议。完成后，您可以按“继续”继续。,请现在尝试通过此协议。完成后，按“继续”,LOW
5618,女性,18-39,所有情绪,感谢您的选择！如果您现在可以尝试通过此协议，我将不胜感激。完成后，您可以返回并按“继续”按钮。,请现在尝试通过此协议。完成后，按“继续”,LOW
5619,男性,18-39,所有情绪,如果你能通过这个协议，我会很高兴的。完成后，您可以按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5620,男性,40-69,所有情绪,太好了，当你准备好时，你可以通过这个协议。完成后，按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5621,男性,18-39,所有情绪,如果您现在可以尝试选择的协议，我将不胜感激。准备好后，返回并按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
5622,男性,40-69,所有情绪,试试这个协议，完成后按“继续”。,请现在尝试通过此协议。完成后，按“继续”,LOW
